lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0723GOLD_01,2023-07-17,GOLD,1,NA,NA,2023-07-18,46.21,78.25,45.26,26.37,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_02,2023-07-17,GOLD,2,NA,NA,2023-07-18,59.91,86.43,69.34,25.59,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_03,2023-07-17,GOLD,3,NA,NA,2023-07-18,66.61,123.38,48.66,19.07,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_04,2023-07-17,GOLD,4,NA,NA,2023-07-18,63.23,110.98,57.47,19.03,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_05,2023-07-17,GOLD,5,NA,NA,2023-07-18,69.27,87.62,71.14,27.78,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_06,2023-07-17,GOLD,6,NA,NA,2023-07-18,103.14,125.4,57.61,26.2,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_07,2023-07-17,GOLD,7,NA,NA,2023-07-18,55.45,83.25,54.32,20.43,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_08,2023-07-17,GOLD,8,NA,NA,2023-07-18,24.87,75.58,38.81,15.61,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_09,2023-07-17,GOLD,9,NA,NA,2023-07-18,58.55,98.93,52.82,22.63,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_10,2023-07-17,GOLD,10,NA,NA,2023-07-18,39.68,78.09,37.77,18.5,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_11,2023-07-17,GOLD,11,NA,NA,2023-07-18,49.71,86.56,45.26,22.36,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_12,2023-07-17,GOLD,12,NA,NA,2023-07-18,50.7,85.66,51.18,16,2_good,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_13,2023-07-17,GOLD,13,NA,NA,2023-07-18,46.56,74.64,56.26,20.55,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_14,2023-07-17,GOLD,14,NA,NA,2023-07-18,46.9,76.95,52.5,20.17,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_15,2023-07-17,GOLD,15,NA,NA,2023-07-18,28.94,79.93,43.76,15.6,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_16,2023-07-17,GOLD,16,NA,NA,2023-07-18,51.28,97.4,44.76,17.49,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_17,2023-07-17,GOLD,17,NA,NA,2023-07-18,50.79,88.51,60.28,17.73,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_18,2023-07-17,GOLD,18,NA,NA,2023-07-18,46.99,76.67,54.34,25.73,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_19,2023-07-17,GOLD,19,NA,NA,2023-07-18,78.93,93.27,55.69,29.08,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_20,2023-07-17,GOLD,20,NA,NA,2023-07-18,82.61,111.37,53.16,28.61,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_21,2023-07-17,GOLD,21,NA,NA,2023-07-18,45.19,93.1,43.53,16.99,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_22,2023-07-17,GOLD,22,NA,NA,2023-07-18,30.55,68.43,43.99,18.39,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_23,2023-07-17,GOLD,23,NA,NA,2023-07-18,33.04,88.2,41.97,23.6,7_poor_plus,poor quality tissue made for a thought histo cut,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_24,2023-07-17,GOLD,24,NA,NA,2023-07-18,33.19,72.96,45.09,23.4,8_poor,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_25,2023-07-17,GOLD,25,NA,NA,2023-07-18,40.69,95.3,36.27,18.25,8_poor,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_26,2023-07-17,GOLD,26,NA,NA,2023-07-18,86.16,103.53,54.97,20.32,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_27,2023-07-17,GOLD,27,NA,NA,2023-07-18,23.84,80.41,38.28,12.22,3_good_minus,was stabbed through the gut and so it's not the best histo section,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_28,2023-07-17,GOLD,28,NA,NA,2023-07-18,25.6,59.75,50.25,16.37,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_29,2023-07-17,GOLD,29,NA,NA,2023-07-18,31.77,83.47,41.63,16.8,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
0723GOLD_30,2023-07-17,GOLD,30,NA,NA,2023-07-18,38.49,89.9,44.11,15.37,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-07-18,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
