lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0823ASHC_01,2023-08-07,ASHC,1,upper,NA,2023-08-07,82.5,118.64,61.76,27.77,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_02,2023-08-07,ASHC,2,upper,NA,2023-08-07,78.58,132.76,49.27,23.32,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_03,2023-08-07,ASHC,3,upper,NA,2023-08-07,100.52,113.43,55.49,28.9,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_04,2023-08-07,ASHC,4,upper,NA,2023-08-07,95.58,104.3,64.06,21.56,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_05,2023-08-07,ASHC,5,upper,NA,2023-08-07,88.36,100.74,55.23,31.85,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_06,2023-08-07,ASHC,6,upper,NA,2023-08-07,83.61,121.49,53.63,21.25,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_07,2023-08-07,ASHC,7,upper,NA,2023-08-07,55.29,93.14,55.17,27.48,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_08,2023-08-07,ASHC,8,upper,NA,2023-08-07,88.8,135.45,56.33,20.38,4_fair_plus,pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_09,2023-08-07,ASHC,9,upper,NA,2023-08-07,42.62,80.31,51.67,18.74,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_10,2023-08-07,ASHC,10,upper,NA,2023-08-07,50.08,114.51,44.02,20.25,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_11,2023-08-07,ASHC,11,mid,NA,2023-08-07,123.17,114.7,64.75,33.93,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_12,2023-08-07,ASHC,12,mid,NA,2023-08-07,117.24,112.43,58.7,33.56,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_13,2023-08-07,ASHC,13,mid,NA,2023-08-07,149.72,118.52,57.29,37.86,4_fair_plus,Pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
0823ASHC_14,2023-08-07,ASHC,14,mid,NA,2023-08-07,60.41,100.24,50.7,24.77,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-07,2023-08-08,,,,,,,,,,,,,
