lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
1023LAUR_01,2023-10-17,LAUR,1,NA,NA,2023-10-18,158.82,108.53,85.99,33.08,5_fair,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_02,2023-10-17,LAUR,2,NA,NA,2023-10-18,251.66,114.85,93.42,37.27,4_fair_plus,conchiolin and mud blister ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_03,2023-10-17,LAUR,3,NA,NA,2023-10-18,169,107.98,80.69,28.88,3_good_minus,conchiolin and mud blister; poor histology sample ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_04,2023-10-17,LAUR,4,NA,NA,2023-10-18,159.97,103.22,86.94,36.28,3_good_minus,conchiolin and mud blister ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_05,2023-10-17,LAUR,5,NA,NA,2023-10-18,149.24,117.79,68.52,32.83,3_good_minus,conchiolin and mud blister and boring sponges ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_06,2023-10-17,LAUR,6,NA,NA,2023-10-18,152.6,112.92,75.94,31.88,5_fair,conchiolin and mud blister and boring sponges ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_07,2023-10-17,LAUR,7,NA,NA,2023-10-18,142.18,103.29,82.62,34.75,3_good_minus,conchiolin and mud blister and boring sponges and pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_08,2023-10-17,LAUR,8,NA,NA,2023-10-18,211.11,113.37,84.76,35.05,4_fair_plus,conchiolin and mud blister ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_09,2023-10-17,LAUR,9,NA,NA,2023-10-18,173.09,98.52,89.46,35.19,4_fair_plus,conchiolin and mud blister ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_10,2023-10-17,LAUR,10,NA,NA,2023-10-18,210.29,134.29,78.76,36.18,4_fair_plus,conchiolin and mud blister and boring sponges and pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
1023LAUR_11,2023-10-17,LAUR,11,NA,NA,2023-10-18,242.95,119.4,85.23,37.89,4_fair_plus,conchiolin and mud blister and boring sponges ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-10-18,2023-10-19,,,,,,,,,,,,,
