#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Host Connected,Water Detect,Button Down,Button Up,End of File
1,06/14/2023 09:59:14,,Logged,,,,
2,06/14/2023 13:22:42,,,In,,,
3,06/14/2023 17:00:00,19.538,,,,,
4,06/14/2023 17:10:00,19.260,,,,,
5,06/14/2023 17:20:00,19.099,,,,,
6,06/14/2023 17:30:00,18.959,,,,,
7,06/14/2023 17:40:00,18.809,,,,,
8,06/14/2023 17:50:00,18.616,,,,,
9,06/14/2023 18:00:00,18.477,,,,,
10,06/14/2023 18:10:00,18.369,,,,,
11,06/14/2023 18:20:00,18.305,,,,,
12,06/14/2023 18:30:00,18.241,,,,,
13,06/14/2023 18:40:00,18.208,,,,,
14,06/14/2023 18:50:00,18.166,,,,,
15,06/14/2023 19:00:00,18.123,,,,,
16,06/14/2023 19:10:00,18.101,,,,,
17,06/14/2023 19:20:00,18.080,,,,,
18,06/14/2023 19:30:00,18.155,,,,,
19,06/14/2023 19:40:00,18.251,,,,,
20,06/14/2023 19:50:00,18.305,,,,,
21,06/14/2023 20:00:00,18.294,,,,,
22,06/14/2023 20:10:00,18.284,,,,,
23,06/14/2023 20:20:00,18.316,,,,,
24,06/14/2023 20:30:00,18.316,,,,,
25,06/14/2023 20:40:00,18.326,,,,,
26,06/14/2023 20:50:00,18.284,,,,,
27,06/14/2023 21:00:00,18.230,,,,,
28,06/14/2023 21:10:00,18.155,,,,,
29,06/14/2023 21:20:00,18.112,,,,,
30,06/14/2023 21:30:00,18.080,,,,,
31,06/14/2023 21:40:00,18.037,,,,,
32,06/14/2023 21:50:00,18.101,,,,,
33,06/14/2023 22:00:00,18.058,,,,,
34,06/14/2023 22:10:00,18.037,,,,,
35,06/14/2023 22:20:00,18.037,,,,,
36,06/14/2023 22:30:00,18.037,,,,,
37,06/14/2023 22:40:00,18.037,,,,,
38,06/14/2023 22:50:00,18.015,,,,,
39,06/14/2023 23:00:00,18.005,,,,,
40,06/14/2023 23:10:00,17.983,,,,,
41,06/14/2023 23:20:00,17.962,,,,,
42,06/14/2023 23:30:00,17.930,,,,,
43,06/14/2023 23:40:00,17.897,,,,,
44,06/14/2023 23:50:00,17.876,,,,,
45,06/15/2023 00:00:00,17.855,,,,,
46,06/15/2023 00:10:00,17.855,,,,,
47,06/15/2023 00:20:00,17.876,,,,,
48,06/15/2023 00:30:00,17.930,,,,,
49,06/15/2023 00:40:00,18.005,,,,,
50,06/15/2023 00:50:00,18.069,,,,,
51,06/15/2023 01:00:00,18.144,,,,,
52,06/15/2023 01:10:00,18.198,,,,,
53,06/15/2023 01:20:00,18.273,,,,,
54,06/15/2023 01:30:00,18.326,,,,,
55,06/15/2023 01:40:00,18.369,,,,,
56,06/15/2023 01:50:00,18.391,,,,,
57,06/15/2023 02:00:00,18.401,,,,,
58,06/15/2023 02:10:00,18.391,,,,,
59,06/15/2023 02:20:00,18.380,,,,,
60,06/15/2023 02:30:00,18.359,,,,,
61,06/15/2023 02:40:00,18.326,,,,,
62,06/15/2023 02:50:00,18.294,,,,,
63,06/15/2023 03:00:00,18.273,,,,,
64,06/15/2023 03:10:00,18.230,,,,,
65,06/15/2023 03:20:00,18.187,,,,,
66,06/15/2023 03:30:00,18.144,,,,,
67,06/15/2023 03:40:00,18.123,,,,,
68,06/15/2023 03:50:00,18.112,,,,,
69,06/15/2023 04:00:00,18.090,,,,,
70,06/15/2023 04:10:00,18.069,,,,,
71,06/15/2023 04:20:00,18.037,,,,,
72,06/15/2023 04:30:00,17.994,,,,,
73,06/15/2023 04:40:00,17.940,,,,,
74,06/15/2023 04:50:00,17.897,,,,,
75,06/15/2023 05:00:00,17.833,,,,,
76,06/15/2023 05:10:00,17.790,,,,,
77,06/15/2023 05:20:00,17.769,,,,,
78,06/15/2023 05:30:00,17.726,,,,,
79,06/15/2023 05:40:00,17.661,,,,,
80,06/15/2023 05:50:00,17.586,,,,,
81,06/15/2023 06:00:00,17.619,,,,,
82,06/15/2023 06:10:00,17.104,,,,,
83,06/15/2023 06:20:00,17.029,,,,,
84,06/15/2023 06:30:00,17.104,,,,,
85,06/15/2023 06:40:00,17.179,,,,,
86,06/15/2023 06:50:00,17.200,,,,,
87,06/15/2023 07:00:00,17.232,,,,,
88,06/15/2023 07:10:00,17.265,,,,,
89,06/15/2023 07:20:00,17.297,,,,,
90,06/15/2023 07:30:00,17.318,,,,,
91,06/15/2023 07:40:00,17.372,,,,,
92,06/15/2023 07:50:00,17.404,,,,,
93,06/15/2023 08:00:00,17.426,,,,,
94,06/15/2023 08:10:00,17.447,,,,,
95,06/15/2023 08:20:00,17.468,,,,,
96,06/15/2023 08:30:00,17.511,,,,,
97,06/15/2023 08:40:00,17.533,,,,,
98,06/15/2023 08:50:00,17.554,,,,,
99,06/15/2023 09:00:00,17.533,,,,,
100,06/15/2023 09:10:00,17.511,,,,,
101,06/15/2023 09:20:00,17.533,,,,,
102,06/15/2023 09:30:00,17.597,,,,,
103,06/15/2023 09:40:00,17.661,,,,,
104,06/15/2023 09:50:00,17.715,,,,,
105,06/15/2023 10:00:00,17.694,,,,,
106,06/15/2023 10:10:00,17.715,,,,,
107,06/15/2023 10:20:00,17.747,,,,,
108,06/15/2023 10:30:00,17.919,,,,,
109,06/15/2023 10:40:00,17.865,,,,,
110,06/15/2023 10:50:00,17.887,,,,,
111,06/15/2023 11:00:00,17.972,,,,,
112,06/15/2023 11:10:00,18.123,,,,,
113,06/15/2023 11:20:00,18.262,,,,,
114,06/15/2023 11:30:00,18.444,,,,,
115,06/15/2023 11:40:00,18.616,,,,,
116,06/15/2023 11:50:00,18.830,,,,,
117,06/15/2023 12:00:00,19.013,,,,,
118,06/15/2023 12:10:00,19.184,,,,,
119,06/15/2023 12:20:00,19.335,,,,,
120,06/15/2023 12:30:00,19.463,,,,,
121,06/15/2023 12:40:00,19.592,,,,,
122,06/15/2023 12:50:00,19.699,,,,,
123,06/15/2023 13:00:00,19.828,,,,,
124,06/15/2023 13:10:00,19.892,,,,,
125,06/15/2023 13:20:00,19.989,,,,,
126,06/15/2023 13:30:00,20.128,,,,,
127,06/15/2023 13:40:00,20.214,,,,,
128,06/15/2023 13:50:00,20.225,,,,,
129,06/15/2023 14:00:00,20.353,,,,,
130,06/15/2023 14:10:00,20.557,,,,,
131,06/15/2023 14:20:00,20.740,,,,,
132,06/15/2023 14:30:00,20.847,,,,,
133,06/15/2023 14:40:00,21.029,,,,,
134,06/15/2023 14:50:00,21.201,,,,,
135,06/15/2023 15:00:00,21.351,,,,,
136,06/15/2023 15:10:00,21.437,,,,,
137,06/15/2023 15:20:00,21.565,,,,,
138,06/15/2023 15:30:00,21.576,,,,,
139,06/15/2023 15:40:00,21.640,,,,,
140,06/15/2023 15:50:00,21.855,,,,,
141,06/15/2023 16:00:00,21.791,,,,,
142,06/15/2023 16:10:00,21.823,,,,,
143,06/15/2023 16:20:00,21.941,,,,,
144,06/15/2023 16:30:00,22.037,,,,,
145,06/15/2023 16:40:00,22.112,,,,,
146,06/15/2023 16:50:00,22.198,,,,,
147,06/15/2023 17:00:00,22.230,,,,,
148,06/15/2023 17:10:00,22.316,,,,,
149,06/15/2023 17:20:00,22.413,,,,,
150,06/15/2023 17:30:00,22.273,,,,,
151,06/15/2023 17:40:00,21.222,,,,,
152,06/15/2023 17:50:00,20.053,,,,,
153,06/15/2023 18:00:00,19.474,,,,,
154,06/15/2023 18:10:00,19.174,,,,,
155,06/15/2023 18:20:00,19.099,,,,,
156,06/15/2023 18:30:00,19.066,,,,,
157,06/15/2023 18:40:00,19.013,,,,,
158,06/15/2023 18:50:00,18.959,,,,,
159,06/15/2023 19:00:00,18.863,,,,,
160,06/15/2023 19:10:00,18.788,,,,,
161,06/15/2023 19:20:00,18.745,,,,,
162,06/15/2023 19:30:00,18.723,,,,,
163,06/15/2023 19:40:00,18.670,,,,,
164,06/15/2023 19:50:00,18.616,,,,,
165,06/15/2023 20:00:00,18.562,,,,,
166,06/15/2023 20:10:00,18.487,,,,,
167,06/15/2023 20:20:00,18.444,,,,,
168,06/15/2023 20:30:00,18.369,,,,,
169,06/15/2023 20:40:00,18.294,,,,,
170,06/15/2023 20:50:00,18.208,,,,,
171,06/15/2023 21:00:00,18.155,,,,,
172,06/15/2023 21:10:00,18.123,,,,,
173,06/15/2023 21:20:00,18.123,,,,,
174,06/15/2023 21:30:00,18.133,,,,,
175,06/15/2023 21:40:00,18.123,,,,,
176,06/15/2023 21:50:00,18.101,,,,,
177,06/15/2023 22:00:00,18.090,,,,,
178,06/15/2023 22:10:00,18.080,,,,,
179,06/15/2023 22:20:00,18.069,,,,,
180,06/15/2023 22:30:00,18.026,,,,,
181,06/15/2023 22:40:00,18.015,,,,,
182,06/15/2023 22:50:00,18.037,,,,,
183,06/15/2023 23:00:00,18.037,,,,,
184,06/15/2023 23:10:00,18.037,,,,,
185,06/15/2023 23:20:00,18.037,,,,,
186,06/15/2023 23:30:00,18.037,,,,,
187,06/15/2023 23:40:00,18.037,,,,,
188,06/15/2023 23:50:00,18.026,,,,,
189,06/16/2023 00:00:00,18.026,,,,,
190,06/16/2023 00:10:00,18.026,,,,,
191,06/16/2023 00:20:00,18.037,,,,,
192,06/16/2023 00:30:00,18.048,,,,,
193,06/16/2023 00:40:00,18.080,,,,,
194,06/16/2023 00:50:00,18.123,,,,,
195,06/16/2023 01:00:00,18.187,,,,,
196,06/16/2023 01:10:00,18.262,,,,,
197,06/16/2023 01:20:00,18.337,,,,,
198,06/16/2023 01:30:00,18.412,,,,,
199,06/16/2023 01:40:00,18.498,,,,,
