Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0423ASHC_01,4/10/2024 2:16:24 PM,39.3,ng/µl,0.787,0.428,1.84,DNA
0423ASHC_01,4/10/2024 2:17:17 PM,39.5,ng/µl,0.79,0.426,1.85,DNA
0423ASHC_02,4/10/2024 2:18:13 PM,58.4,ng/µl,1.169,0.609,1.92,DNA
0423ASHC_02,4/10/2024 2:18:37 PM,58.9,ng/µl,1.178,0.615,1.92,DNA
0423ASHC_03,4/10/2024 2:20:26 PM,57.4,ng/µl,1.149,0.642,1.79,DNA
0423ASHC_03,4/10/2024 2:21:14 PM,58.1,ng/µl,1.161,0.647,1.79,DNA
0423ASHC_04,4/10/2024 2:21:57 PM,50.3,ng/µl,1.005,0.57,1.76,DNA
0423ASHC_04,4/10/2024 2:22:21 PM,49.7,ng/µl,0.994,0.559,1.78,DNA
0423ASHC_05,4/10/2024 2:23:13 PM,63.8,ng/µl,1.275,0.703,1.81,DNA
0423ASHC_05,4/10/2024 2:23:43 PM,63.5,ng/µl,1.271,0.712,1.79,DNA
0423ASHC_06,4/10/2024 2:25:11 PM,44.9,ng/µl,0.899,0.486,1.85,DNA
0423ASHC_06,4/10/2024 2:25:30 PM,44.6,ng/µl,0.893,0.481,1.86,DNA
0423ASHC_07,4/10/2024 2:26:01 PM,56.4,ng/µl,1.128,0.609,1.85,DNA
0423ASHC_07,4/10/2024 2:26:42 PM,57.4,ng/µl,1.147,0.613,1.87,DNA
0423ASHC_08,4/10/2024 2:27:19 PM,43.7,ng/µl,0.874,0.482,1.81,DNA
0423ASHC_08,4/10/2024 2:28:27 PM,43.9,ng/µl,0.878,0.473,1.86,DNA
0423ASHC_09,4/10/2024 2:29:12 PM,72.4,ng/µl,1.448,0.82,1.77,DNA
0423ASHC_09,4/10/2024 2:29:40 PM,71.9,ng/µl,1.439,0.82,1.75,DNA
0423ASHC_10,4/10/2024 2:30:37 PM,77.5,ng/µl,1.55,0.874,1.77,DNA
0423ASHC_10,4/10/2024 2:31:22 PM,75.8,ng/µl,1.516,0.846,1.79,DNA
0423ASHC_11,4/10/2024 2:32:03 PM,64.9,ng/µl,1.298,0.697,1.86,DNA
0423ASHC_11,4/10/2024 2:32:51 PM,65.1,ng/µl,1.301,0.698,1.86,DNA
