Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_01,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.32770451,1155.312404,,547,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_02,90,ng/uL,2.25,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.96888097,1246.86865,,631,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_03,88,ng/uL,2.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.55094924,1114.097336,,552,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_04,92.4,ng/uL,2.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.04867221,1148.663132,,594,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_05,87.2,ng/uL,2.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.21072155,1181.238197,,581,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_06,74.4,ng/uL,1.86,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.16774237,1006.059691,,429,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_07,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.27191694,1022.888309,,346,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:25:24 PM,dsDNA BR,0623LAUR_08,47.6,ng/uL,1.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.8899435,987.0725195,,283,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:26:23 PM,dsDNA BR,0623LAUR_09,122,ng/uL,3.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.32770451,1155.312404,,764,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
200624-142347,20/06/2024 02:26:23 PM,dsDNA BR,0623LAUR_10,78.8,ng/uL,1.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.96888097,1246.86865,,559,20/06/2024 02:24:21 PM,,,,,,8,1.9.0,8
