Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_01,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.70156551,1131.300265,,292,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_02,66,ng/uL,1.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.75900448,1143.468554,,442,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_03,17.3,ng/uL,0.433,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.02434769,1077.873602,,128,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_04,80.8,ng/uL,2.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.61022515,1123.816509,,518,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_05,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.5125789,1125.04081,,341,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_06,74,ng/uL,1.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.42754442,1007.375696,,429,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_07,17.8,ng/uL,0.444,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.6285808,1000.73688,,121,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:07:45 AM,dsDNA BR,0523GOLD_08,58,ng/uL,1.45,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.47349559,982.5333033,,337,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_09,62,ng/uL,1.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.70156551,1131.300265,,414,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_10,30.6,ng/uL,0.766,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.75900448,1143.468554,,223,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_11,44.4,ng/uL,1.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.02434769,1077.873602,,290,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_12,120,ng/uL,3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.61022515,1123.816509,,733,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_13,110,ng/uL,2.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.5125789,1125.04081,,678,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_14,31.7,ng/uL,0.793,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.42754442,1007.375696,,201,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_15,53.6,ng/uL,1.34,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.6285808,1000.73688,,319,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:08:40 AM,dsDNA BR,0523GOLD_16,35.8,ng/uL,0.894,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.47349559,982.5333033,,219,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_17,37.7,ng/uL,0.943,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.70156551,1131.300265,,265,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_18,229,ng/uL,5.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.75900448,1143.468554,,1270,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_19,66.8,ng/uL,1.67,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.02434769,1077.873602,,420,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_20,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.61022515,1123.816509,,442,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_21,127,ng/uL,3.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.5125789,1125.04081,,768,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_22,163,ng/uL,4.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.42754442,1007.375696,,851,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_23,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.6285808,1000.73688,,394,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
200624-110409,20/06/2024 11:09:14 AM,dsDNA BR,0523GOLD_24,64.4,ng/uL,1.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.47349559,982.5333033,,371,20/06/2024 11:06:44 AM,,,,,,8,1.9.0,8
