Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_1,94.4,ng/uL,2.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.32771689,1341.020184,,706,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_2,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.75461023,1386.463035,,405,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_3,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.36277979,1288.204271,,324,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_4,38.1,ng/uL,0.952,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.04115093,1328.987066,,309,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_5,31,ng/uL,0.774,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.97682263,1211.620319,,235,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_6,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.34521044,1175.193536,,471,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_7,60,ng/uL,1.5,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.84812814,1208.088734,,424,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:31 AM,dsDNA BR,0823GOLD_8,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.78379984,1142.999977,,405,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:52 AM,dsDNA BR,0823GOLD_9,84.4,ng/uL,2.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.32771689,1341.020184,,641,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
210824-112609,21/08/2024 11:29:52 AM,dsDNA BR,0823GOLD_10,207,ng/uL,5.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.75461023,1386.463035,,1430,21/08/2024 11:26:32 AM,,,,,#0823GOLD,8,1.9.0,8
