Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_01,30.6,ng/uL,0.764,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.32680511,1046.410692,,202,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_02,28.2,ng/uL,0.704,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83646856,1106.556378,,198,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_03,74.8,ng/uL,1.87,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.80953115,1056.807111,,454,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_04,10.6,ng/uL,0.265,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.55352263,1064.296752,,82.5,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_05,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.50665702,1073.562106,,365,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:39,dsDNA BR,1123FENC_06,28.5,ng/uL,0.713,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.46214501,915.7522038,,165,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,7
110924-143013,11/9/2024 14:34,dsDNA BR,1123FENC_07,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.46214501,915.7522038,,260,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,1
110924-143013,11/9/2024 14:32,dsDNA BR,1123FENC_08,46,ng/uL,1.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.3332646,897.6375867,,248,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:37,dsDNA BR,1123FENC_09,14.5,ng/uL,0.363,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.32680511,1046.410692,,106,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
110924-143013,11/9/2024 14:37,dsDNA BR,1123FENC_10,30.8,ng/uL,0.769,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83646856,1106.556378,,214,11/9/2024 14:30,FENC1123,,,,#FENC1123,8,1.9.0,8
