Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_01,28.7,ng/uL,0.718,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.5339695,902.9905397,,164,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_02,28.8,ng/uL,0.72,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.75650989,907.5470752,,166,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_03,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.15773288,829.4768722,,210,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_04,53.2,ng/uL,1.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59110101,883.6399058,,279,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_05,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.03032546,892.3078653,,233,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_06,46.8,ng/uL,1.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.23828969,785.7329603,,221,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_07,31.6,ng/uL,0.789,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.70679577,698.4091249,,139,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:25,dsDNA BR,0523FENC_08,24,ng/uL,0.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.23243336,746.2117503,,116,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:26,dsDNA BR,0523FENC_09,26.5,ng/uL,0.662,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.5339695,902.9905397,,153,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
060624-141318,6/6/2024 14:26,dsDNA BR,0523FENC_10,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.75650989,907.5470752,,305,6/6/2024 14:13,,,,,#0523FENC,8,1.9.0,8
