Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_01,64.4,ng/uL,1.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.26176163,881.1721668,,332,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_02,69.2,ng/uL,1.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.36047001,920.45181,,369,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_03,62,ng/uL,1.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.24564592,909.46141,,329,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_05,124,ng/uL,3.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.3908053,887.381859,,597,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_04,118,ng/uL,2.94,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.75080058,903.0367893,,578,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_06,86.4,ng/uL,2.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.32243221,679.0928668,,333,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_07,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.54307448,811.0938445,,237,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:51:08 PM,dsDNA BR,0823FENC_08,112,ng/uL,2.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.56629998,770.5420568,,475,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:53:28 PM,dsDNA BR,0823FENC_09,47.6,ng/uL,1.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.26176163,881.1721668,,252,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:53:28 PM,dsDNA BR,0823FENC_10,81.2,ng/uL,2.03,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.36047001,920.45181,,426,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
290524-134851,29/05/2024 01:53:28 PM,dsDNA BR,0823FENC_11,57.2,ng/uL,1.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.24564592,909.46141,,307,29/05/2024 01:49:36 PM,,,,,,8,1.9.0,8
