Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_01,38.6,ng/uL,0.965,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.69379197,1162.616489,,276,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_02,46.4,ng/uL,1.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.5604071,1247.235935,,349,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_03,207,ng/uL,5.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.97718678,1105.881022,,1140,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_04,52,ng/uL,1.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.41213742,1108.41277,,343,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_05,206,ng/uL,5.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34834466,1123.545317,,1150,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_06,53.2,ng/uL,1.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.11559805,987.2365187,,311,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_07,29.9,ng/uL,0.747,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.91262108,1017.605897,,191,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:38 PM,dsDNA BR,0623GOLD_08,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.97641384,986.8773235,,280,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:59 PM,dsDNA BR,0623GOLD_09,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.69379197,1162.616489,,346,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
200624-140343,20/06/2024 02:05:59 PM,dsDNA BR,0623GOLD_10,92,ng/uL,2.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.5604071,1247.235935,,644,20/06/2024 02:04:11 PM,,,,,,8,1.9.0,8
