Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_01,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.69927821,1214.420227,,489,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_02,52.8,ng/uL,1.32,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.56653642,1219.862254,,383,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_03,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.03134876,1154.644501,,303,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_04,56.4,ng/uL,1.41,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.63734389,1214.708776,,405,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:13:48 PM,dsDNA BR,0623ASHC_05,199,ng/uL,4.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.76741607,1043.2936,,1040,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,7
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_06,62,ng/uL,1.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.48461834,1061.587581,,385,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_07,63.6,ng/uL,1.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.76741607,1043.2936,,388,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:09 PM,dsDNA BR,0623ASHC_08,51.2,ng/uL,1.28,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.55964631,1006.23819,,308,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:53 PM,dsDNA BR,0623ASHC_09,35.1,ng/uL,0.878,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.69927821,1214.420227,,265,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:53 PM,dsDNA BR,0623ASHC_10,37.2,ng/uL,0.931,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.56653642,1219.862254,,280,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:53 PM,dsDNA BR,0623ASHC_11,38.9,ng/uL,0.973,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.03134876,1154.644501,,276,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
200624-121042,20/06/2024 12:12:53 PM,dsDNA BR,0623ASHC_12,38.4,ng/uL,0.96,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.63734389,1214.708776,,286,20/06/2024 12:11:11 PM,,,,,,8,1.9.0,8
