Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0823ASHC_01,4/4/2024 3:24:15 PM,146.5,ng/µl,2.93,1.489,1.97,DNA
0823ASHC_01,4/4/2024 3:25:45 PM,146.9,ng/µl,2.938,1.499,1.96,DNA
0823ASHC_02,4/4/2024 3:26:41 PM,232.6,ng/µl,4.653,2.352,1.98,DNA
0823ASHC_02,4/4/2024 3:27:12 PM,232,ng/µl,4.64,2.347,1.98,DNA
0823ASHC_03,4/4/2024 3:29:05 PM,98.3,ng/µl,1.967,1.034,1.9,DNA
0823ASHC_03,4/4/2024 3:29:32 PM,98.4,ng/µl,1.969,1.037,1.9,DNA
0823ASHC_04,4/4/2024 3:30:34 PM,538.3,ng/µl,10.765,5.724,1.88,DNA
0823ASHC_04,4/4/2024 3:30:58 PM,538.7,ng/µl,10.774,5.734,1.88,DNA
0823ASHC_05,4/4/2024 3:31:47 PM,370.1,ng/µl,7.402,3.829,1.93,DNA
0823ASHC_05,4/4/2024 3:32:14 PM,369.4,ng/µl,7.388,3.819,1.93,DNA
0823ASHC_06,4/4/2024 3:33:20 PM,338.1,ng/µl,6.762,3.433,1.97,DNA
0823ASHC_06,4/4/2024 3:33:43 PM,338.6,ng/µl,6.772,3.424,1.98,DNA
0823ASHC_07,4/4/2024 3:34:54 PM,112.3,ng/µl,2.245,1.178,1.91,DNA
0823ASHC_07,4/4/2024 3:35:25 PM,112.3,ng/µl,2.246,1.179,1.9,DNA
0823ASHC_08,4/4/2024 3:36:38 PM,143.9,ng/µl,2.879,1.499,1.92,DNA
0823ASHC_08,4/4/2024 3:37:01 PM,143.6,ng/µl,2.873,1.498,1.92,DNA
0823ASHC_09,4/4/2024 3:38:08 PM,189.9,ng/µl,3.797,1.902,2,DNA
0823ASHC_09,4/4/2024 3:38:34 PM,191.7,ng/µl,3.835,1.924,1.99,DNA
0823ASHC_10,4/4/2024 3:39:40 PM,296.1,ng/µl,5.922,3.043,1.95,DNA
0823ASHC_10,4/4/2024 3:40:03 PM,298.8,ng/µl,5.977,3.082,1.94,DNA
0823ASHC_11,4/4/2024 3:41:06 PM,399.2,ng/µl,7.985,4.015,1.99,DNA
0823ASHC_11,4/4/2024 3:41:32 PM,406.9,ng/µl,8.139,4.102,1.98,DNA
0823ASHC_12,4/4/2024 3:42:36 PM,252.9,ng/µl,5.057,2.614,1.93,DNA
0823ASHC_12,4/4/2024 3:43:02 PM,253.4,ng/µl,5.067,2.62,1.93,DNA
0823ASHC_13,4/4/2024 3:43:55 PM,498.7,ng/µl,9.974,5.2,1.92,DNA
0823ASHC_13,4/4/2024 3:44:18 PM,499.4,ng/µl,9.988,5.208,1.92,DNA
0823ASHC_14,4/4/2024 3:45:13 PM,134,ng/µl,2.679,1.384,1.94,DNA
0823ASHC_14,4/4/2024 3:45:35 PM,134.5,ng/µl,2.691,1.395,1.93,DNA
0823ASHC_15,4/4/2024 3:46:38 PM,224.4,ng/µl,4.487,2.309,1.94,DNA
0823ASHC_15,4/4/2024 3:47:01 PM,225,ng/µl,4.5,2.316,1.94,DNA
0823ASHC_16,4/4/2024 3:48:03 PM,158.3,ng/µl,3.167,1.633,1.94,DNA
0823ASHC_16,4/4/2024 3:48:49 PM,159.3,ng/µl,3.185,1.65,1.93,DNA
0823ASHC_17,4/4/2024 3:49:51 PM,398.1,ng/µl,7.961,4.05,1.97,DNA
0823ASHC_17,4/4/2024 3:50:17 PM,397.8,ng/µl,7.956,4.05,1.96,DNA
0823ASHC_18,4/4/2024 3:51:13 PM,187.5,ng/µl,3.751,1.941,1.93,DNA
0823ASHC_18,4/4/2024 3:51:37 PM,188.5,ng/µl,3.771,1.967,1.92,DNA
0823ASHC_19,4/4/2024 3:52:46 PM,293.8,ng/µl,5.877,2.99,1.97,DNA
0823ASHC_19,4/4/2024 3:53:10 PM,294.8,ng/µl,5.896,3,1.97,DNA
0823ASHC_20,4/4/2024 3:54:18 PM,164.7,ng/µl,3.295,1.789,1.84,DNA
0823ASHC_20,4/4/2024 3:54:42 PM,166.5,ng/µl,3.331,1.82,1.83,DNA
0823ASHC_21,4/4/2024 3:55:41 PM,177.5,ng/µl,3.549,1.832,1.94,DNA
