Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0423FENC_01,3/5/2024 11:11,116.4,ng/µl,2.328,1.215,1.92,DNA
0423FENC_01,3/5/2024 11:13,115.3,ng/µl,2.307,1.214,1.9,DNA
0423FENC_02,3/5/2024 11:14,136.3,ng/µl,2.725,1.413,1.93,DNA
0423FENC_02,3/5/2024 11:14,137.4,ng/µl,2.749,1.422,1.93,DNA
0423FENC_03,3/5/2024 11:15,165.8,ng/µl,3.316,1.723,1.92,DNA
0423FENC_03,3/5/2024 11:15,165.6,ng/µl,3.312,1.714,1.93,DNA
0423FENC_04,3/5/2024 11:16,160.7,ng/µl,3.215,1.621,1.98,DNA
0423FENC_04,3/5/2024 11:16,160.7,ng/µl,3.214,1.623,1.98,DNA
0423FENC_05,3/5/2024 11:17,210.6,ng/µl,4.213,2.225,1.89,DNA
0423FENC_05,3/5/2024 11:17,209.7,ng/µl,4.194,2.213,1.89,DNA
0423FENC_06,3/5/2024 11:18,215.3,ng/µl,4.306,2.269,1.9,DNA
0423FENC_06,3/5/2024 11:18,213.5,ng/µl,4.27,2.239,1.91,DNA
0423FENC_07,3/5/2024 11:20,143.5,ng/µl,2.869,1.516,1.89,DNA
0423FENC_07,3/5/2024 11:20,144.3,ng/µl,2.886,1.518,1.9,DNA
0423FENC_08,3/5/2024 11:21,122.6,ng/µl,2.451,1.281,1.91,DNA
0423FENC_08,3/5/2024 11:21,123,ng/µl,2.46,1.287,1.91,DNA
0423FENC_09,3/5/2024 11:22,129.1,ng/µl,2.583,1.362,1.9,DNA
0423FENC_09,3/5/2024 11:22,128.3,ng/µl,2.566,1.35,1.9,DNA
0423FENC_10,3/5/2024 11:23,205.3,ng/µl,4.106,2.068,1.99,DNA
0423FENC_10,3/5/2024 11:23,206.2,ng/µl,4.124,2.074,1.99,DNA
0423FENC_11,3/5/2024 11:24,120.9,ng/µl,2.417,1.253,1.93,DNA
0423FENC_11,3/5/2024 11:24,121.2,ng/µl,2.424,1.256,1.93,DNA
0423FENC_12,3/5/2024 11:25,122.6,ng/µl,2.452,1.297,1.89,DNA
0423FENC_12,3/5/2024 11:25,122.8,ng/µl,2.456,1.301,1.89,DNA
0423FENC_13,3/5/2024 11:26,256.5,ng/µl,5.129,2.665,1.92,DNA
0423FENC_13,3/5/2024 11:26,258.1,ng/µl,5.163,2.681,1.93,DNA
0423FENC_14,3/5/2024 11:27,159.2,ng/µl,3.183,1.73,1.84,DNA
0423FENC_14,3/5/2024 11:28,158.7,ng/µl,3.174,1.724,1.84,DNA
0423FENC_15,3/5/2024 11:29,205.8,ng/µl,4.116,2.154,1.91,DNA
0423FENC_15,3/5/2024 11:29,208.1,ng/µl,4.162,2.182,1.91,DNA
0423FENC_16,3/5/2024 11:30,313.3,ng/µl,6.266,3.203,1.96,DNA
0423FENC_16,3/5/2024 11:30,313.6,ng/µl,6.272,3.202,1.96,DNA
0423FENC_17,3/5/2024 11:30,155.8,ng/µl,3.115,1.718,1.81,DNA
0423FENC_17,3/5/2024 11:31,156.8,ng/µl,3.137,1.693,1.85,DNA
0423FENC_18,3/5/2024 11:32,203.6,ng/µl,4.072,2.156,1.89,DNA
0423FENC_18,3/5/2024 11:32,203.1,ng/µl,4.061,2.15,1.89,DNA
0423FENC_19,3/5/2024 11:33,259.7,ng/µl,5.194,2.715,1.91,DNA
0423FENC_19,3/5/2024 11:33,260.4,ng/µl,5.208,2.728,1.91,DNA
0423FENC_20,3/5/2024 11:34,145.8,ng/µl,2.917,1.491,1.96,DNA
0423FENC_20,3/5/2024 11:34,143.5,ng/µl,2.869,1.461,1.96,DNA
0423FENC_21,3/5/2024 11:34,147.4,ng/µl,2.947,1.493,1.97,DNA
0423FENC_21,3/5/2024 11:35,147.8,ng/µl,2.955,1.493,1.98,DNA
0423FENC_22,3/5/2024 11:35,160.9,ng/µl,3.217,1.609,2,DNA
0423FENC_22,3/5/2024 11:36,160.6,ng/µl,3.213,1.609,2,DNA
0423FENC_23,3/5/2024 11:36,200.3,ng/µl,4.007,1.987,2.02,DNA
0423FENC_23,3/5/2024 11:37,201.2,ng/µl,4.024,1.999,2.01,DNA
0423FENC_24,3/5/2024 11:37,187.8,ng/µl,3.757,1.917,1.96,DNA
0423FENC_24,3/5/2024 11:38,187.9,ng/µl,3.758,1.918,1.96,DNA
0423FENC_25,3/5/2024 11:39,120.9,ng/µl,2.418,1.272,1.9,DNA
0423FENC_25,3/5/2024 11:39,120.2,ng/µl,2.404,1.264,1.9,DNA
0423FENC_26,3/5/2024 11:40,144.1,ng/µl,2.881,1.444,1.99,DNA
0423FENC_26,3/5/2024 11:40,143.2,ng/µl,2.864,1.439,1.99,DNA
0423FENC_27,3/5/2024 11:43,62.3,ng/µl,1.246,0.616,2.02,DNA
0423FENC_27,3/5/2024 11:44,62.2,ng/µl,1.244,0.609,2.04,DNA
0423FENC_28,3/5/2024 11:44,185.1,ng/µl,3.702,1.836,2.02,DNA
0423FENC_28,3/5/2024 11:45,184.3,ng/µl,3.687,1.836,2.01,DNA
0423FENC_29,3/5/2024 11:45,150,ng/µl,3,1.525,1.97,DNA
0423FENC_29,3/5/2024 11:46,149.9,ng/µl,2.997,1.532,1.96,DNA
0423FENC_30,3/5/2024 11:47,141.5,ng/µl,2.83,1.423,1.99,DNA
0423FENC_30,3/5/2024 11:47,141.7,ng/µl,2.834,1.434,1.98,DNA
