lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0823GOLD_01,2023-08-14,GOLD,1,NA,NA,2023-08-15,33.48,67,52.41,13.46,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_02,2023-08-14,GOLD,2,NA,NA,2023-08-15,53.07,77.11,56.09,20.38,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_03,2023-08-14,GOLD,3,NA,NA,2023-08-15,30.65,65.63,49.74,15.93,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_04,2023-08-14,GOLD,4,NA,NA,2023-08-15,30.89,76.71,49.75,14.28,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_05,2023-08-14,GOLD,5,NA,NA,2023-08-15,34.57,78,45.35,19.32,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_06,2023-08-14,GOLD,6,NA,NA,2023-08-15,39.75,69.28,50.04,20.95,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_07,2023-08-14,GOLD,7,NA,NA,2023-08-15,36.11,100.01,60.23,11.11,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_08,2023-08-14,GOLD,8,NA,NA,2023-08-15,37.87,68.96,60.61,19.08,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_09,2023-08-14,GOLD,9,NA,NA,2023-08-15,41.79,99,50.8,15.22,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_10,2023-08-14,GOLD,10,NA,NA,2023-08-15,46.84,80.23,50.86,19.64,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_11,2023-08-14,GOLD,11,NA,NA,2023-08-15,56.62,93.82,59.23,16.08,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_12,2023-08-14,GOLD,12,NA,NA,2023-08-15,42.87,88.97,55.72,13.23,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_13,2023-08-14,GOLD,13,NA,NA,2023-08-15,57.4,76.74,69.7,17.63,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_14,2023-08-14,GOLD,14,NA,NA,2023-08-15,56.87,92.59,54.99,23.77,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_15,2023-08-14,GOLD,15,NA,NA,2023-08-15,43.75,95.12,60.27,17.83,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_16,2023-08-14,GOLD,16,NA,NA,2023-08-15,62.02,98.5,50.35,15.1,2_good,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_17,2023-08-14,GOLD,17,NA,NA,2023-08-15,42.66,71.78,49.89,23.86,2_good,pea crab ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_18,2023-08-14,GOLD,18,NA,NA,2023-08-15,40.14,76.83,51.65,24.16,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_19,2023-08-14,GOLD,19,NA,NA,2023-08-15,53.68,80.72,55.85,25.34,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_20,2023-08-14,GOLD,20,NA,NA,2023-08-15,38.83,82.59,45.95,19.91,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_21,2023-08-14,GOLD,21,NA,NA,2023-08-15,41.64,86.37,51.65,22.49,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_22,2023-08-14,GOLD,22,NA,NA,2023-08-15,54.13,99.38,57.81,18.49,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_23,2023-08-14,GOLD,23,NA,NA,2023-08-15,54.74,77.64,57.79,26.02,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_24,2023-08-14,GOLD,24,NA,NA,2023-08-15,66.92,100.56,21.21,51.32,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_25,2023-08-14,GOLD,25,NA,NA,2023-08-15,54.87,82.34,70.27,26.21,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_26,2023-08-14,GOLD,26,NA,NA,2023-08-15,66.39,73.48,65.73,29.95,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_27,2023-08-14,GOLD,27,NA,NA,2023-08-15,45.37,83.81,42.42,16.78,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_28,2023-08-14,GOLD,28,NA,NA,2023-08-15,69.51,96.28,54.32,29.91,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_29,2023-08-14,GOLD,29,NA,NA,2023-08-15,48.43,81.76,59.18,23.91,4_fair_plus,No Histology taken due to condition of tissue ,TRUE,TRUE,TRUE,FALSE,FALSE,2023-08-15,,,,,,,,,,,,,,
0823GOLD_30,2023-08-14,GOLD,30,NA,NA,2023-08-15,44.41,77.2,48.12,26.82,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-15,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
