lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0523ASHC_01,2023-05-10,ASHC,1,upper,NA,2023-05-10,69.75,124.63,54.2,20.81,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_02,2023-05-10,ASHC,2,upper,NA,2023-05-10,130.87,136.24,70.52,23.27,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_03,2023-05-10,ASHC,3,upper,NA,2023-05-10,95.8,123.86,61.01,21.1,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_04,2023-05-10,ASHC,4,upper,NA,2023-05-10,76.32,125.12,51.59,20.58,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_05,2023-05-10,ASHC,5,upper,NA,2023-05-10,92.83,112.22,62.21,22.24,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_06,2023-05-10,ASHC,6,upper,NA,2023-05-10,147.22,144.2,77.17,20.82,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_07,2023-05-10,ASHC,7,upper,NA,2023-05-10,69.61,104.75,53.9,20.81,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_08,2023-05-10,ASHC,8,upper,NA,2023-05-10,143.11,143.1,58.99,30.43,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_09,2023-05-10,ASHC,9,upper,NA,2023-05-10,94.58,127.15,131.62,63.78,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_10,2023-05-10,ASHC,10,upper,NA,2023-05-10,78.61,94.66,61.93,28.99,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-10,2023-05-11,,,,,,,,,,,,,
0523ASHC_11,2023-05-10,ASHC,11,mid,NA,2023-05-11,142.07,130.06,68.17,31.39,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_12,2023-05-10,ASHC,12,mid,NA,2023-05-11,169.74,138.27,67.06,29.68,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_13,2023-05-10,ASHC,13,mid,NA,2023-05-11,134.69,114.36,69.7,33.85,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_14,2023-05-10,ASHC,14,mid,NA,2023-05-11,145.89,124.11,69.95,39.65,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_15,2023-05-10,ASHC,15,mid,NA,2023-05-11,253.85,150.24,71.79,40.58,watery,mud blisters; boring sponge in shell,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_16,2023-05-10,ASHC,16,mid,NA,2023-05-11,149.54,122.38,69.79,34.91,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_17,2023-05-10,ASHC,17,mid,NA,2023-05-11,114.37,119.32,56.8,27.02,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_18,2023-05-10,ASHC,18,mid,NA,2023-05-11,78.99,112.38,57.17,24.41,medium,mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_19,2023-05-10,ASHC,19,mid,NA,2023-05-11,112.54,99.16,62.07,28.47,medium,mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_20,2023-05-10,ASHC,20,mid,NA,2023-05-11,92.11,139.26,54.36,21.93,medium,mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_21,2023-05-10,ASHC,21,lower,NA,2023-05-11,81.72,96.73,62.63,32.81,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_22,2023-05-10,ASHC,22,lower,NA,2023-05-11,87.44,86.41,63.3,31.66,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_23,2023-05-10,ASHC,23,lower,NA,2023-05-11,145.36,100.66,73.89,37.51,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_24,2023-05-10,ASHC,24,lower,NA,2023-05-11,121.17,106.96,65.59,39.31,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_25,2023-05-10,ASHC,25,lower,NA,2023-05-11,63.53,101.88,56.31,18.2,watery,mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_26,2023-05-10,ASHC,26,lower,NA,2023-05-11,72.97,106.48,52.96,21.27,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_27,2023-05-10,ASHC,27,lower,NA,2023-05-11,130.73,103.7,75.31,25.36,medium,Mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_28,2023-05-10,ASHC,28,lower,NA,2023-05-11,62.06,90.35,57.35,21.56,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_29,2023-05-10,ASHC,29,lower,NA,2023-05-11,209.02,118.19,77.64,42.18,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
0523ASHC_30,2023-05-10,ASHC,30,lower,NA,2023-05-11,151.57,92.49,77.32,44.82,fat,Mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-11,2023-05-12,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
