lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0923LAUR_01,9/27/2023,LAUR,1,NA,NA,9/28/2023,321.51,131.63,108.05,41.24,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_02,9/27/2023,LAUR,2,NA,NA,9/28/2023,149.24,101.44,92,30.52,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_03,9/27/2023,LAUR,3,NA,NA,9/28/2023,246.35,115.17,112.6,32.93,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_04,9/27/2023,LAUR,4,NA,NA,9/28/2023,212.84,110.22,92.49,36.11,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_05,9/27/2023,LAUR,5,NA,NA,9/28/2023,273.4,113.16,91.67,37.02,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_06,9/27/2023,LAUR,6,NA,NA,9/28/2023,188.46,112.8,84.38,42.84,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_07,9/27/2023,LAUR,7,NA,NA,9/28/2023,235.13,108.4,97.51,37.06,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_08,9/27/2023,LAUR,8,NA,NA,9/28/2023,208.29,106.42,90.78,34.79,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_09,9/27/2023,LAUR,9,NA,NA,9/28/2023,183.9,104.28,83.01,40.72,2_good,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_10,9/27/2023,LAUR,10,NA,NA,9/28/2023,226.91,114.78,88.8,34.8,6_fair_minus,post spawn,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_11,9/27/2023,LAUR,11,NA,NA,9/28/2023,285.53,141.22,105.73,35.41,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_12,9/27/2023,LAUR,12,NA,NA,9/28/2023,154.12,98.45,81.03,30.66,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_13,9/27/2023,LAUR,13,NA,NA,9/28/2023,122.72,111.71,96.34,26.68,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_14,9/27/2023,LAUR,14,NA,NA,9/28/2023,205.59,114.6,92.17,44.09,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_15,9/27/2023,LAUR,15,NA,NA,9/28/2023,132.23,116.05,75.04,26.33,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_16,9/27/2023,LAUR,16,NA,NA,9/28/2023,358.66,126.01,116.71,41.28,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_17,9/27/2023,LAUR,17,NA,NA,9/28/2023,153.9,97.9,88.91,31.67,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_18,9/27/2023,LAUR,18,NA,NA,9/28/2023,205.61,107.01,91.62,35.14,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_19,9/27/2023,LAUR,19,NA,NA,9/28/2023,140.6,101.72,82.7,34.32,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_20,9/27/2023,LAUR,20,NA,NA,9/28/2023,91.46,76.23,78.27,29.24,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_21,9/27/2023,LAUR,21,NA,NA,9/28/2023,279.69,132.95,107.86,38.66,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_22,9/27/2023,LAUR,22,NA,NA,9/28/2023,91.23,85.5,71.6,25.1,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_23,9/27/2023,LAUR,23,NA,NA,9/28/2023,148.6,89.37,79.89,34.65,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_24,9/27/2023,LAUR,24,NA,NA,9/28/2023,212.31,116.12,88.15,38.72,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_25,9/27/2023,LAUR,25,NA,NA,9/28/2023,192.98,103.05,100.18,35.55,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_26,9/27/2023,LAUR,26,NA,NA,9/28/2023,215.41,116.75,97.24,42.14,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_27,9/27/2023,LAUR,27,NA,NA,9/28/2023,144.99,117.21,64.29,35.25,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_28,9/27/2023,LAUR,28,NA,NA,9/28/2023,296.15,133.99,102.89,38.73,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_29,9/27/2023,LAUR,29,NA,NA,9/28/2023,229.91,112.39,85.06,37.55,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
0923LAUR_30,9/27/2023,LAUR,30,NA,NA,9/28/2023,262.37,134.53,114.41,33.37,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2023,9/29/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
