lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0823FENC_01,2023-08-09,FENC,1,upper,oceanside_sun,2023-08-10,82.46,106.2,61.35,27.68,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_02,2023-08-09,FENC,2,upper,oceanside_sun,2023-08-10,81.1,114,56.84,23.21,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_03,2023-08-09,FENC,3,upper,oceanside_sun,2023-08-10,84.22,115.35,52.98,21.54,7_poor_plus,conchiolin. mud blisters,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_04,2023-08-09,FENC,4,upper,oceanside_sun,2023-08-10,71.09,119.05,46.03,23.09,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_05,2023-08-09,FENC,5,upper,oceanside_sun,2023-08-10,92.61,114.37,56.59,25.92,2_good,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_06,2023-08-09,FENC,6,lower,oceanside_sun,2023-08-10,62.08,69.54,66.99,28.1,4_fair_plus,big pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_07,2023-08-09,FENC,7,lower,oceanside_sun,2023-08-10,197.2,137.44,67.45,38.47,3_good_minus,"conchiolin, big mud blisters",TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_08,2023-08-09,FENC,8,lower,oceanside_sun,2023-08-10,92.61,117.69,57.74,26.78,6_fair_minus,conchiolin and mud blisters,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_09,2023-08-09,FENC,9,lower,oceanside_sun,2023-08-10,94.07,111.22,68.51,23.88,3_good_minus,mud blisters,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_10,2023-08-09,FENC,10,lower,oceanside_sun,2023-08-10,72.75,108.59,61.93,23.73,4_fair_plus,conchiolin and mud blisters ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_11,2023-08-09,FENC,11,upper,under_bridge,2023-08-10,51.23,117.13,42.85,15.88,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_12,2023-08-09,FENC,12,upper,under_bridge,2023-08-10,155.74,120.14,75.91,30.16,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_13,2023-08-09,FENC,13,upper,under_bridge,2023-08-10,66.45,117.36,55.89,21.51,4_fair_plus,light conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_14,2023-08-09,FENC,14,upper,under_bridge,2023-08-10,75.56,109.15,60.63,21.39,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_15,2023-08-09,FENC,15,upper,under_bridge,2023-08-10,89.27,115.81,55.28,26.06,6_fair_minus,conchiolin and mud blisters ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_16,2023-08-09,FENC,16,lower,under_bridge,2023-08-10,110.9,113.19,58.79,31.96,5_fair,big pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_17,2023-08-09,FENC,17,lower,under_bridge,2023-08-10,86.68,103.18,62.03,27.31,5_fair,big  pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_18,2023-08-09,FENC,18,lower,under_bridge,2023-08-10,195.48,138.55,78.22,39.72,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_19,2023-08-09,FENC,19,lower,under_bridge,2023-08-10,56.76,100.07,51.52,23.13,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_20,2023-08-09,FENC,20,lower,under_bridge,2023-08-10,124.91,108.41,66.43,27.13,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_21,2023-08-09,FENC,21,upper,lease_sun,2023-08-10,61.47,84.08,63.1,25.57,4_fair_plus,big pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_22,2023-08-09,FENC,22,upper,lease_sun,2023-08-10,115.58,130.74,56.74,24.39,4_fair_plus,conchiolin and mud blisters ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_23,2023-08-09,FENC,23,upper,lease_sun,2023-08-10,68.79,108.76,62.93,21.05,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_24,2023-08-09,FENC,24,upper,lease_sun,2023-08-10,106.24,120.68,64.26,30.2,3_good_minus,light conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_25,2023-08-09,FENC,25,upper,lease_sun,2023-08-10,187.31,120.54,86.16,30.42,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_26,2023-08-09,FENC,26,lower,lease_sun,2023-08-10,90.19,95.12,71.66,29.89,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_27,2023-08-09,FENC,27,lower,lease_sun,2023-08-10,116.56,131.04,72.35,28.17,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_28,2023-08-09,FENC,28,lower,lease_sun,2023-08-10,69.04,102.59,63.8,24.75,,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_29,2023-08-09,FENC,29,lower,lease_sun,2023-08-10,60.3,122.66,54.35,20.11,5_fair,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
0823FENC_30,2023-08-09,FENC,30,lower,lease_sun,2023-08-10,62.72,103.5,52.57,24.42,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,2023-08-10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
