lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh,,,,,,,,,,,,,
0623ASHC_01,2023-06-12,ASHC,1,upper,NA,2023-06-12,106.19,124.22,55.07,28.74,3_good_minus,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_02,2023-06-12,ASHC,2,upper,NA,2023-06-12,81.02,100.92,50.3,33.34,2_good,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_03,2023-06-12,ASHC,3,upper,NA,2023-06-12,85.57,117.54,49.55,29.59,2_good,pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_04,2023-06-12,ASHC,4,upper,NA,2023-06-12,38.41,94.04,46.94,16.02,3_good_minus,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_05,2023-06-12,ASHC,5,upper,NA,2023-06-12,86.88,114,48.26,28.7,3_good_minus,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_06,2023-06-12,ASHC,6,upper,NA,2023-06-12,123.1,128.93,61.36,27.9,3_good_minus,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_07,2023-06-12,ASHC,7,upper,NA,2023-06-12,58.73,95.94,52.16,15.69,5_fair,"polydora mud blisters, boring sponge, polychete tubes, pea crab, shell scaring",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_08,2023-06-12,ASHC,8,upper,NA,2023-06-12,152.84,120.22,71.9,35.51,2_good,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_09,2023-06-12,ASHC,9,upper,NA,2023-06-12,142.73,141.08,62.42,33.73,1_very_good,"mud blisters, boring sponge",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
0623ASHC_10,2023-06-12,ASHC,10,upper,NA,2023-06-12,86.46,108.19,56.47,24.07,1_very_good,shell scaring,TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-12,2023-06-15,,,,,,,,,,,,,
