lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0623LAUR_01,6/20/2023,LAUR,1,NA,NA,6/21/2023,125.31,93.77,78.23,29.52,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_02,6/20/2023,LAUR,2,NA,NA,6/21/2023,149.88,105.23,89.79,27.3,6_fair_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_03,6/20/2023,LAUR,3,NA,NA,6/21/2023,194.38,116.02,96.1,30.04,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_04,6/20/2023,LAUR,4,NA,NA,6/21/2023,151.41,118.83,88.89,33.54,3_good_minus,mild conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_05,6/20/2023,LAUR,5,NA,NA,6/21/2023,155.62,106.55,91.66,26.72,3_good_minus,"conchiolin,  boring sponge ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_06,6/20/2023,LAUR,6,NA,NA,6/21/2023,140.39,98.02,76.71,31.31,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_07,6/20/2023,LAUR,7,NA,NA,6/21/2023,297.65,134.19,105.16,38.67,4_fair_plus,"conchiolin, boring sponge ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_08,6/20/2023,LAUR,8,NA,NA,6/21/2023,135.59,93.48,73.45,31.78,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_09,6/20/2023,LAUR,9,NA,NA,6/21/2023,196.57,119.58,91.75,31.81,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_10,6/20/2023,LAUR,10,NA,NA,6/21/2023,147.24,105.69,72.44,31.54,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_11,6/20/2023,LAUR,11,NA,NA,6/21/2023,161.93,117.23,81.55,34.07,3_good_minus,"conchiolin, boring sponge, mud blisters ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_12,6/20/2023,LAUR,12,NA,NA,6/21/2023,177.27,95.39,90.89,32.09,2_good,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_13,6/20/2023,LAUR,13,NA,NA,6/21/2023,159.99,93.23,89.59,30.37,7_poor_plus,"moderate conchiolin  , few mud blisters ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_14,6/20/2023,LAUR,14,NA,NA,6/21/2023,212.56,117.84,112.58,29.4,5_fair,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_15,6/20/2023,LAUR,15,NA,NA,6/21/2023,249.57,119.4,100.86,36.65,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_16,6/20/2023,LAUR,16,NA,NA,6/21/2023,167.02,110.38,86.23,30.64,5_fair,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_17,6/20/2023,LAUR,17,NA,NA,6/21/2023,199.18,102.17,87.94,36.13,4_fair_plus,"conchiolin, pea crab",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_18,6/20/2023,LAUR,18,NA,NA,6/21/2023,200.09,114.6,98.12,34.4,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_19,6/20/2023,LAUR,19,NA,NA,6/21/2023,157.12,100.35,77.08,41.87,3_good_minus,boring sponge,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_20,6/20/2023,LAUR,20,NA,NA,6/21/2023,111.37,99.63,67.1,30.74,2_good,"conchiolin, boring sponge ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_21,6/20/2023,LAUR,21,NA,NA,6/21/2023,200.05,126.35,79.38,30.51,4_fair_plus,"post spawn? conchiolin , mud blisters polydora tracks",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_22,6/20/2023,LAUR,22,NA,NA,6/21/2023,132.36,100.6,73.6,27.17,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
