lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0423FENC_01,4/27/2023,FENC,1,upper,sunlight,4/27/2023,138.04,153.86,60.12,22,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_02,4/27/2023,FENC,2,upper,sunlight,4/27/2023,98.96,115.74,59.25,22.11,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_03,4/27/2023,FENC,3,upper,sunlight,4/27/2023,87.01,105.95,53.58,24.54,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_04,4/27/2023,FENC,4,upper,sunlight,4/27/2023,72.23,96.39,48.81,26.64,watery,pea crab,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_05,4/27/2023,FENC,5,upper,sunlight,4/27/2023,107.73,102.94,54.13,24.88,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_06,4/27/2023,FENC,6,upper,sunlight,4/27/2023,91.25,109.67,52.22,26.78,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_07,4/27/2023,FENC,7,upper,sunlight,4/27/2023,96.14,140.65,42.7,22.75,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_08,4/27/2023,FENC,8,upper,sunlight,4/27/2023,76.61,125.09,50.39,23.56,watery,mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_09,4/27/2023,FENC,9,upper,sunlight,4/27/2023,134.75,72.94,50.31,19.87,watery,,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_10,4/27/2023,FENC,10,upper,sunlight,4/27/2023,,106.92,69.83,36.82,watery,pea crab; polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/27/2023,4/30/2023
0423FENC_11,4/27/2023,FENC,11,,under_bridge,4/28/2023,41.63,73.35,51.46,18.24,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_12,4/27/2023,FENC,12,,under_bridge,4/28/2023,66.08,100.41,57.8,18.98,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
